NDC5_4,PRODUCTTYPENAME,PROPRIETARYNAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,ROUTENAME,isgeneric,isoral
712050181,HUMAN PRESCRIPTION DRUG,montelukast sodium,montelukast sodium,TABLET,ORAL,1,1
712050183,HUMAN PRESCRIPTION DRUG,cefdinir,cefdinir,POWDER,ORAL,1,1
712050185,HUMAN PRESCRIPTION DRUG,propranolol hydrochloride,propranolol hydrochloride,TABLET,ORAL,1,1
712050186,HUMAN PRESCRIPTION DRUG,metformin hydrochloride,metformin hydrochloride,TABLET,ORAL,1,1
712050187,HUMAN PRESCRIPTION DRUG,topiramate,topiramate,TABLET,ORAL,1,1
712050188,HUMAN PRESCRIPTION DRUG,fluoxetine,fluoxetine,CAPSULE,ORAL,1,1
712050189,HUMAN PRESCRIPTION DRUG,montelukast sodium,montelukast sodium,TABLET,ORAL,1,1
712050190,HUMAN PRESCRIPTION DRUG,fenofibrate,fenofibrate,TABLET,ORAL,1,1
712050192,HUMAN PRESCRIPTION DRUG,simvastatin,simvastatin,TABLET,ORAL,1,1
712050193,HUMAN PRESCRIPTION DRUG,escitalopram,escitalopram oxalate,TABLET,ORAL,0,1
712050194,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
712050195,HUMAN PRESCRIPTION DRUG,topiramate,topiramate,TABLET,ORAL,1,1
712050196,HUMAN PRESCRIPTION DRUG,azithromycin,azithromycin,TABLET,ORAL,1,1
712050198,HUMAN PRESCRIPTION DRUG,paroxetine,paroxetine hydrochloride hemihydrate,TABLET,ORAL,0,1
712050199,HUMAN PRESCRIPTION DRUG,lovastatin,lovastatin,TABLET,ORAL,1,1
712050201,HUMAN PRESCRIPTION DRUG,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,TABLET,ORAL,1,1
712050202,HUMAN PRESCRIPTION DRUG,topiramate,topiramate,TABLET,ORAL,1,1
712050203,HUMAN PRESCRIPTION DRUG,piroxicam,piroxicam,CAPSULE,ORAL,1,1
712050204,HUMAN PRESCRIPTION DRUG,levocetirizine dihydrochloride,levocetirizine dihydrochloride,TABLET,ORAL,1,1
712050205,HUMAN PRESCRIPTION DRUG,sertraline hydrochloride,sertraline hydrochloride,TABLET,ORAL,1,1
712050206,HUMAN PRESCRIPTION DRUG,oseltamivir phosphate,oseltamivir phosphate,CAPSULE,ORAL,1,1
712050208,HUMAN PRESCRIPTION DRUG,allopurinol,allopurinol,TABLET,ORAL,1,1
712050209,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,CAPSULE,ORAL,1,1
712050210,HUMAN PRESCRIPTION DRUG,levocetirizine dihydrochloride,levocetirizine dihydrochloride,TABLET,ORAL,1,1
712050212,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
712050214,HUMAN PRESCRIPTION DRUG,topiramate,topiramate,TABLET,ORAL,1,1
712050215,HUMAN PRESCRIPTION DRUG,indomethacin,indomethacin,CAPSULE,ORAL,1,1
712050216,HUMAN PRESCRIPTION DRUG,azithromycin,azithromycin,POWDER,ORAL,1,1
712050217,HUMAN PRESCRIPTION DRUG,tamsulosin hydrochloride,tamsulosin hydrochloride,CAPSULE,ORAL,1,1
712050218,HUMAN PRESCRIPTION DRUG,clonidine hydrochloride,clonidine hydrochloride,TABLET,ORAL,1,1
712050220,HUMAN PRESCRIPTION DRUG,sildenafil,sildenafil,TABLET,ORAL,1,1
712050221,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050222,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050223,HUMAN PRESCRIPTION DRUG,amantadine hydrochloride,amantadine hydrochloride,CAPSULE,ORAL,1,1
712050224,HUMAN PRESCRIPTION DRUG,cefdinir,cefdinir,CAPSULE,ORAL,1,1
712050225,HUMAN PRESCRIPTION DRUG,nitroglycerin,nitroglycerin,TABLET,SUBLINGUAL,1,0
712050226,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
712050227,HUMAN PRESCRIPTION DRUG,alprazolam,alprazolam,TABLET,ORAL,1,1
712050228,HUMAN PRESCRIPTION DRUG,lorazepam,lorazepam,TABLET,ORAL,1,1
712050229,HUMAN PRESCRIPTION DRUG,atenolol,atenolol,TABLET,ORAL,1,1
712050231,HUMAN PRESCRIPTION DRUG,sildenafil citrate,sildenafil,TABLET,ORAL,0,1
712050232,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050233,HUMAN PRESCRIPTION DRUG,topiramate,topiramate,TABLET,ORAL,1,1
712050234,HUMAN PRESCRIPTION DRUG,levofloxacin,levofloxacin,TABLET,ORAL,1,1
712050235,HUMAN PRESCRIPTION DRUG,lorazepam,lorazepam,TABLET,ORAL,1,1
712050236,HUMAN PRESCRIPTION DRUG,eszopiclone,eszopiclone,TABLET,ORAL,1,1
712050237,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050238,HUMAN PRESCRIPTION DRUG,lithium carbonate,lithium carbonate extended-release tablet,TABLET,ORAL,0,1
712050239,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
712050240,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050241,HUMAN PRESCRIPTION DRUG,carisoprodol,carisoprodol,TABLET,ORAL,1,1
712050242,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050243,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,CAPSULE,ORAL,1,1
712050244,HUMAN PRESCRIPTION DRUG,benazepril hydrochloride,benazepril hydrochloride,TABLET,ORAL,1,1
712050245,HUMAN PRESCRIPTION DRUG,lamotrigine,lamotrigine,TABLET,ORAL,1,1
712050246,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
712050247,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
712050248,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride (xl),bupropion hydrochloride,TABLET,ORAL,0,1
712050249,HUMAN PRESCRIPTION DRUG,valsartan and hydrochlorothiazide,valsartan and hydrochlorothiazide,TABLET,ORAL,1,1
712050250,HUMAN PRESCRIPTION DRUG,phentermine hydrochloride,phentermine hydrochloride,CAPSULE,ORAL,1,1
712050251,HUMAN PRESCRIPTION DRUG,sumatriptan succinate,sumatriptan succinate,TABLET,ORAL,1,1
712050252,HUMAN PRESCRIPTION DRUG,clonazepam,clonazepam,TABLET,ORAL,1,1
712050254,HUMAN PRESCRIPTION DRUG,nortriptyline hydrochloride,nortriptyline hydrochloride,CAPSULE,ORAL,1,1
712050255,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050256,HUMAN PRESCRIPTION DRUG,losartan potassium and hydrochlorothiazide,losartan potassium and hydrochlorothiazide,TABLET,ORAL,1,1
712050257,HUMAN PRESCRIPTION DRUG,famotidine,famotidine,TABLET,ORAL,1,1
712050258,HUMAN PRESCRIPTION DRUG,valsartan and hydrochlorothiazide,valsartan and hydrochlorothiazide,TABLET,ORAL,1,1
712050261,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050264,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
712050266,HUMAN PRESCRIPTION DRUG,amoxicillin,amoxicillin,POWDER,ORAL,1,1
712050267,HUMAN PRESCRIPTION DRUG,sildenafil,sildenafil,TABLET,ORAL,1,1
712050268,HUMAN PRESCRIPTION DRUG,tadalafil,tadalafil,TABLET,ORAL,1,1
712050269,HUMAN PRESCRIPTION DRUG,tadalafil,tadalafil,TABLET,ORAL,1,1
712050270,HUMAN PRESCRIPTION DRUG,glipizide and metformin hcl,glipizide and metformin hcl,TABLET,ORAL,1,1
712050272,HUMAN PRESCRIPTION DRUG,minocycline hydrochloride,minocycline hydrochloride,CAPSULE,ORAL,1,1
712050273,HUMAN PRESCRIPTION DRUG,hydroxyzine hydrochloride,hydroxyzine hydrochloride,TABLET,ORAL,1,1
712050274,HUMAN PRESCRIPTION DRUG,sumatriptan succinate,sumatriptan succinate,TABLET,ORAL,1,1
712050276,HUMAN PRESCRIPTION DRUG,famotidine,famotidine,TABLET,ORAL,1,1
712050277,HUMAN PRESCRIPTION DRUG,ezetimibe,ezetimibe,TABLET,ORAL,1,1
712050278,HUMAN PRESCRIPTION DRUG,dutasteride,dutasteride,CAPSULE,ORAL,1,1
712050279,HUMAN PRESCRIPTION DRUG,rosuvastatin calcium,rosuvastatin calcium,TABLET,ORAL,1,1
712050280,HUMAN PRESCRIPTION DRUG,buspirone hydrochloride,buspirone hydrochloride,TABLET,ORAL,1,1
712050281,HUMAN PRESCRIPTION DRUG,losartan potassium,losartan potassium,TABLET,ORAL,1,1
712050283,HUMAN PRESCRIPTION DRUG,fluconazole,fluconazole,TABLET,ORAL,1,1
712050284,HUMAN PRESCRIPTION DRUG,alprazolam,alprazolam,TABLET,ORAL,1,1
712050285,HUMAN PRESCRIPTION DRUG,methocarbamol,methocarbamol,TABLET,ORAL,1,1
712050286,HUMAN PRESCRIPTION DRUG,zolpidem tartrate,zolpidem tartrate,TABLET,ORAL,1,1
712050290,HUMAN PRESCRIPTION DRUG,alprazolam,alprazolam,TABLET,ORAL,1,1
712050291,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
712050292,HUMAN PRESCRIPTION DRUG,rabeprazole sodium,rabeprazole sodium,TABLET,ORAL,1,1
712050293,HUMAN PRESCRIPTION DRUG,progesterone,progesterone,CAPSULE,ORAL,1,1
712050294,HUMAN PRESCRIPTION DRUG,pravastatin sodium,pravastatin sodium,TABLET,ORAL,1,1
712050295,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,CAPSULE,ORAL,1,1
712050297,HUMAN PRESCRIPTION DRUG,nitrofurantoin macrocrystals,nitrofurantoin macrocrystals,CAPSULE,ORAL,1,1
712050298,HUMAN PRESCRIPTION DRUG,pregabalin,pregabalin,CAPSULE,ORAL,1,1
712050301,HUMAN PRESCRIPTION DRUG,valsartan,valsartan,TABLET,ORAL,1,1
712050303,HUMAN PRESCRIPTION DRUG,tramadol hydrochloride,tramadol hydrochloride,TABLET,ORAL,1,1
712050304,HUMAN PRESCRIPTION DRUG,pregabalin,pregabalin,CAPSULE,ORAL,1,1
712050305,HUMAN PRESCRIPTION DRUG,sildenafil citrate,sildenafil,TABLET,ORAL,0,1
712050308,HUMAN PRESCRIPTION DRUG,acetazolamide,acetazolamide,TABLET,ORAL,1,1
712050310,HUMAN PRESCRIPTION DRUG,colchicine,colchicine,TABLET,ORAL,1,1
712050311,HUMAN PRESCRIPTION DRUG,tizanidine,tizanidine,TABLET,ORAL,1,1
712050313,HUMAN PRESCRIPTION DRUG,escitalopram oxalate,escitalopram oxalate,TABLET,ORAL,1,1
712050317,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,CAPSULE,ORAL,1,1
712050319,HUMAN PRESCRIPTION DRUG,tolterodine tartrate,tolterodine tartrate,TABLET,ORAL,1,1
712050320,HUMAN PRESCRIPTION DRUG,benazepril hydrochloride,benazepril hydrochloride,TABLET,ORAL,1,1
712050323,HUMAN PRESCRIPTION DRUG,pregabalin,pregabalin,CAPSULE,ORAL,1,1
712050325,HUMAN PRESCRIPTION DRUG,escitalopram,escitalopram,TABLET,ORAL,1,1
712050326,HUMAN PRESCRIPTION DRUG,metaxalone,metaxalone,TABLET,ORAL,1,1
712050327,HUMAN PRESCRIPTION DRUG,valsartan and hydrochlorothiazide,valsartan and hydrochlorothiazide,TABLET,ORAL,1,1
712050329,HUMAN PRESCRIPTION DRUG,oxycodone and acetaminophen,oxycodone and acetaminophen,TABLET,ORAL,1,1
712050331,HUMAN PRESCRIPTION DRUG,amoxicillin and clavulanate potassium,amoxicillin and clavulanate potassium,TABLET,ORAL,1,1
712050332,HUMAN PRESCRIPTION DRUG,hydroxyzine hydrochloride,hydroxyzine hydrochloride,TABLET,ORAL,1,1
712050335,HUMAN PRESCRIPTION DRUG,atorvastatin calcium,atorvastatin calcium,TABLET,ORAL,1,1
712050336,HUMAN PRESCRIPTION DRUG,metoprolol succinate,metoprolol succinate,TABLET,ORAL,1,1
712050338,HUMAN PRESCRIPTION DRUG,pregabalin,pregabalin,CAPSULE,ORAL,1,1
712050339,HUMAN PRESCRIPTION DRUG,carisoprodol,carisoprodol,TABLET,ORAL,1,1
712050340,HUMAN PRESCRIPTION DRUG,phentermine hydrochloride,phentermine hydrochloride,CAPSULE,ORAL,1,1
712050343,HUMAN PRESCRIPTION DRUG,sertraline hydrochloride,sertraline hydrochloride,TABLET,ORAL,1,1
712050344,HUMAN PRESCRIPTION DRUG,escitalopram,escitalopram,TABLET,ORAL,1,1
712050346,HUMAN PRESCRIPTION DRUG,"brompheniramine maleate, pseudoephedrine hydrochloride and dextromethorphan hydrobromide","brompheniramine maleate, pseudoephedrine hydrochloride and dextromethorphan hydrobromide",SYRUP,ORAL,1,1
712050347,HUMAN PRESCRIPTION DRUG,oxycodone and acetaminophen,oxycodone and acetaminophen,TABLET,ORAL,1,1
712050350,HUMAN PRESCRIPTION DRUG,metoprolol succinate,metoprolol succinate,TABLET,ORAL,1,1
712050351,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050352,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050353,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050354,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050355,HUMAN PRESCRIPTION DRUG,rosuvastatin calcium,rosuvastatin calcium,TABLET,ORAL,1,1
712050356,HUMAN PRESCRIPTION DRUG,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,TABLET,ORAL,1,1
712050358,HUMAN PRESCRIPTION DRUG,duloxetine,duloxetine,CAPSULE,ORAL,1,1
712050359,HUMAN PRESCRIPTION DRUG,oseltamivir phosphate,oseltamivir phosphate,CAPSULE,ORAL,1,1
712050360,HUMAN PRESCRIPTION DRUG,oseltamivir phosphate,oseltamivir phosphate,CAPSULE,ORAL,1,1
712050362,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
712050365,HUMAN PRESCRIPTION DRUG,nitrofurantoin,nitrofurantoin,CAPSULE,ORAL,1,1
712050366,HUMAN PRESCRIPTION DRUG,fenofibrate,fenofibrate,TABLET,ORAL,1,1
712050367,HUMAN PRESCRIPTION DRUG,ibuprofen,ibuprofen,SUSPENSION,ORAL,1,1
712050368,HUMAN PRESCRIPTION DRUG,metoprolol succinate,metoprolol succinate,TABLET,ORAL,1,1
712050369,HUMAN PRESCRIPTION DRUG,venlafaxine hydrochloride,venlafaxine hydrochloride,CAPSULE,ORAL,1,1
712050370,HUMAN PRESCRIPTION DRUG,nitrofurantoin,nitrofurantoin,CAPSULE,ORAL,1,1
712050371,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,TABLET,ORAL,1,1
712050372,HUMAN PRESCRIPTION DRUG,metformin hydrochloride,metformin hydrochloride,TABLET,ORAL,1,1
712050373,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,CAPSULE,ORAL,1,1
712050374,HUMAN PRESCRIPTION DRUG,meclizine hydrochloride,meclizine hydrochloride,TABLET,ORAL,1,1
712050375,HUMAN PRESCRIPTION DRUG,methocarbamol,methocarbamol,TABLET,ORAL,1,1
712050377,HUMAN PRESCRIPTION DRUG,allopurinol,allopurinol,TABLET,ORAL,1,1
712050378,HUMAN PRESCRIPTION DRUG,nabumetone,nabumentone,TABLET,ORAL,0,1
712050379,HUMAN PRESCRIPTION DRUG,irbesartan,irbesartan,TABLET,ORAL,1,1
712050380,HUMAN PRESCRIPTION DRUG,cefdinir,cefdinir,POWDER,ORAL,1,1
712050381,HUMAN PRESCRIPTION DRUG,chantix,varenicline tartrate,TABLET,ORAL,0,1
712050382,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050384,HUMAN PRESCRIPTION DRUG,eszopiclone,eszopiclone,TABLET,ORAL,1,1
712050385,HUMAN PRESCRIPTION DRUG,doxycycline hyclate,doxycycline,CAPSULE,ORAL,0,1
712050386,HUMAN PRESCRIPTION DRUG,alprazolam,alprazolam,TABLET,ORAL,1,1
712050387,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
712050388,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,TABLET,ORAL,1,1
712050389,HUMAN PRESCRIPTION DRUG,tramadol hydrochloride,tramadol hydrochloride,TABLET,ORAL,1,1
712050390,HUMAN PRESCRIPTION DRUG,rosuvastatin calcium,rosuvastatin calcium,TABLET,ORAL,1,1
712050391,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,TABLET,ORAL,1,1
712050392,HUMAN PRESCRIPTION DRUG,aripiprazole,aripiprazole,TABLET,ORAL,1,1
712050393,HUMAN PRESCRIPTION DRUG,fluoxetine,fluoxetine hydrochloride,CAPSULE,ORAL,0,1
712050394,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
712050396,HUMAN PRESCRIPTION DRUG,pregabalin,pregabalin,CAPSULE,ORAL,1,1
712050397,HUMAN PRESCRIPTION DRUG,oseltamivir phosphate,oseltamivir phosphate,CAPSULE,ORAL,1,1
712050398,HUMAN PRESCRIPTION DRUG,rizatriptan benzoate,rizatriptan benzoate,TABLET,ORAL,1,1
712050400,HUMAN PRESCRIPTION DRUG,tadalafil,tadalafil,TABLET,ORAL,1,1
712050401,HUMAN PRESCRIPTION DRUG,quetiapine,quetiapine,TABLET,ORAL,1,1
712050402,HUMAN PRESCRIPTION DRUG,quetiapine,quetiapine,TABLET,ORAL,1,1
712050403,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
712050404,HUMAN PRESCRIPTION DRUG,irbesartan,irbesartan,TABLET,ORAL,1,1
712050405,HUMAN PRESCRIPTION DRUG,cefdinir,cefdinir,POWDER,ORAL,1,1
712050407,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
712050408,HUMAN PRESCRIPTION DRUG,venlafaxine hydrochloride,venlafaxine hydrochloride,CAPSULE,ORAL,1,1
712050411,HUMAN PRESCRIPTION DRUG,oxcarbazepine,oxcarbazepine,TABLET,ORAL,1,1
712050412,HUMAN PRESCRIPTION DRUG,nifedipine,nifedipine,TABLET,ORAL,1,1
712050416,HUMAN PRESCRIPTION DRUG,meclizine hydrochloride,meclizine hydrochloride,TABLET,ORAL,1,1
712050417,HUMAN PRESCRIPTION DRUG,oseltamavir phosphate,oseltamavir phosphate,CAPSULE,ORAL,1,1
712050418,HUMAN PRESCRIPTION DRUG,tadalafil,tadalafil,TABLET,ORAL,1,1
712050419,HUMAN PRESCRIPTION DRUG,hydrochlorothiazide,hydrochlorothiazide,TABLET,ORAL,1,1
712050421,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
712050422,HUMAN PRESCRIPTION DRUG,amoxicillin,amoxicillin,POWDER,ORAL,1,1
712050424,HUMAN PRESCRIPTION DRUG,azithromycin,azithromycin,TABLET,ORAL,1,1
712050426,HUMAN PRESCRIPTION DRUG,metaxalone,metaxalone,TABLET,ORAL,1,1
712050427,HUMAN PRESCRIPTION DRUG,azithromycin monohydrate,azithromycin monohydrate,TABLET,ORAL,1,1
712050428,HUMAN PRESCRIPTION DRUG,dicyclomine hydrochloride,dicyclomine hydrochloride,CAPSULE,ORAL,1,1
712050430,HUMAN PRESCRIPTION DRUG,azithromycin dihydrate,azithromycin dihydrate,TABLET,ORAL,1,1
712050433,HUMAN PRESCRIPTION DRUG,hydroxyzine pamoate,hydroxyzine pamoate,CAPSULE,ORAL,1,1
712050436,HUMAN PRESCRIPTION DRUG,amoxicillin,amoxicillin,POWDER,ORAL,1,1
712050439,HUMAN PRESCRIPTION DRUG,celecoxib,celecoxib,CAPSULE,ORAL,1,1
712050440,HUMAN PRESCRIPTION DRUG,lovastatin,lovastatin,TABLET,ORAL,1,1
712050444,HUMAN PRESCRIPTION DRUG,clindamycin hydrochloride,clindamycin hydrochloride,CAPSULE,ORAL,1,1
712050445,HUMAN PRESCRIPTION DRUG,duloxetine,duloxetine,CAPSULE,ORAL,1,1
712050446,HUMAN PRESCRIPTION DRUG,propranolol hydrochloride,propranolol hydrochloride,TABLET,ORAL,1,1
712050448,HUMAN PRESCRIPTION DRUG,plaquenil,hydroxychloroquine sulfate,TABLET,ORAL,0,1
712050452,HUMAN PRESCRIPTION DRUG,irbesartan,irbesartan,TABLET,ORAL,1,1
712050453,HUMAN PRESCRIPTION DRUG,methylprednisolone,methylprednisolone,TABLET,ORAL,1,1
712050454,HUMAN PRESCRIPTION DRUG,cyclobenzaprine hydrochloride,cyclobenzaprine hydrochloride,CAPSULE,ORAL,1,1
712050455,HUMAN PRESCRIPTION DRUG,sertraline hydrochloride,sertraline hydrochloride,TABLET,ORAL,1,1
712050457,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,TABLET,ORAL,1,1
712050458,HUMAN PRESCRIPTION DRUG,olmesartan medoxomil,olmesartan medoxomil,TABLET,ORAL,1,1
712050459,HUMAN PRESCRIPTION DRUG,olmesartan medoxomil,olmesartan medoxomil,TABLET,ORAL,1,1
712050460,HUMAN PRESCRIPTION DRUG,prednisone,prednisone,TABLET,ORAL,1,1
712050462,HUMAN PRESCRIPTION DRUG,amoxicillin and clavulanate potassium,amoxicillin and clavulanate potassium,POWDER,ORAL,1,1
712050463,HUMAN PRESCRIPTION DRUG,tramadol hydrochloride,tramadol hydrochloride,TABLET,ORAL,1,1
712050464,HUMAN PRESCRIPTION DRUG,ibuprofen,ibuprofen,TABLET,ORAL,1,1
712050465,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
712050466,HUMAN PRESCRIPTION DRUG,amitriptyline hydrochloride,amitriptyline hydrochloride,TABLET,ORAL,1,1
712050467,HUMAN PRESCRIPTION DRUG,etodolac,etodolac,TABLET,ORAL,1,1
712050468,HUMAN PRESCRIPTION DRUG,tramadol hydrochloride,tramadol hydrochloride,TABLET,ORAL,1,1
712050469,HUMAN PRESCRIPTION DRUG,naproxen,naproxen,TABLET,ORAL,1,1
712050470,HUMAN PRESCRIPTION DRUG,metaxalone,metaxalone,TABLET,ORAL,1,1
712050471,HUMAN PRESCRIPTION DRUG,lisinopril,lisinopril,TABLET,ORAL,1,1
712050472,HUMAN PRESCRIPTION DRUG,acyclovir,acyclovir,TABLET,ORAL,1,1
712050473,HUMAN PRESCRIPTION DRUG,sildenafil,sildenafil,TABLET,ORAL,1,1
712050474,HUMAN PRESCRIPTION DRUG,baclofen,baclofen,TABLET,ORAL,1,1
712050475,HUMAN PRESCRIPTION DRUG,rosuvastatin calcium,rosuvastatin calcium,TABLET,ORAL,1,1
712050476,HUMAN PRESCRIPTION DRUG,levocetirizine dihydrochloride,levocetirizine dihydrochloride,TABLET,ORAL,1,1
712050477,HUMAN PRESCRIPTION DRUG,modafinil,modafinil,TABLET,ORAL,1,1
712050479,HUMAN PRESCRIPTION DRUG,naproxen sodium,naproxen sodium,TABLET,ORAL,1,1
712050480,HUMAN PRESCRIPTION DRUG,aripiprazole,aripiprazole,TABLET,ORAL,1,1
712050481,HUMAN PRESCRIPTION DRUG,mirtazapine,mirtazapine,TABLET,ORAL,1,1
712050482,HUMAN PRESCRIPTION DRUG,nitroglycerin,nitroglycerin,TABLET,SUBLINGUAL,1,0
712050483,HUMAN PRESCRIPTION DRUG,hydroxyzine pamoate,hydroxyzine pamoate,CAPSULE,ORAL,1,1
712050484,HUMAN PRESCRIPTION DRUG,quinapril,quinapril,TABLET,ORAL,1,1
712050485,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,CAPSULE,ORAL,1,1
712050486,HUMAN PRESCRIPTION DRUG,oxycodone and acetaminophen,oxycodone and acetaminophen,TABLET,ORAL,1,1
712050487,HUMAN PRESCRIPTION DRUG,olanzapine,olanzapine,TABLET,ORAL,1,1
712050488,HUMAN PRESCRIPTION DRUG,amlodipine besylate,amlodipine besylate,TABLET,ORAL,1,1
712050489,HUMAN PRESCRIPTION DRUG,oseltamivir phosphate,oseltamivir phosphate,POWDER,ORAL,1,1
712050491,HUMAN PRESCRIPTION DRUG,azithromycin dihydrate,azithromycin dihydrate,TABLET,ORAL,1,1
712050492,HUMAN PRESCRIPTION DRUG,terbinafine,terbinafine hydrochloride,TABLET,ORAL,0,1
712050493,HUMAN PRESCRIPTION DRUG,buspirone hydrochloride,buspirone hydrochloride,TABLET,ORAL,1,1
712050494,HUMAN PRESCRIPTION DRUG,diclofenac sodium,diclofenac sodium,TABLET,ORAL,1,1
712050495,HUMAN PRESCRIPTION DRUG,phenazopyridine hydrochloride,phenazopyridine hydrochloride,TABLET,ORAL,1,1
712050496,HUMAN PRESCRIPTION DRUG,atenolol,atenolol,TABLET,ORAL,1,1
712050498,HUMAN PRESCRIPTION DRUG,sildenafil,sildenafil,TABLET,ORAL,1,1
712050499,HUMAN PRESCRIPTION DRUG,propranolol hydrochloride,propranolol hydrochloride,TABLET,ORAL,1,1
712050501,HUMAN PRESCRIPTION DRUG,omeprazole,omeprazole,CAPSULE,ORAL,1,1
712050502,HUMAN PRESCRIPTION DRUG,tadalafil,tadalafil,TABLET,ORAL,1,1
712050503,HUMAN PRESCRIPTION DRUG,azithromycin,azithromycin,TABLET,ORAL,1,1
712050504,HUMAN PRESCRIPTION DRUG,bupropion hydrochloride,bupropion hydrochloride,TABLET,ORAL,1,1
712050505,HUMAN PRESCRIPTION DRUG,trazodone hydrochloride,trazodone hydrochloride,TABLET,ORAL,1,1
712050506,HUMAN PRESCRIPTION DRUG,amlodipine besylate,amlodipine besylate,TABLET,ORAL,1,1
712050507,HUMAN PRESCRIPTION DRUG,amoxicillin,amoxicillin,CAPSULE,ORAL,1,1
712050509,HUMAN PRESCRIPTION DRUG,sildenafil,sildenafil,TABLET,ORAL,1,1
712050510,HUMAN PRESCRIPTION DRUG,"butalbital, acetaminophen, caffeine","butalbital, acetaminophen, and caffeine",TABLET,ORAL,0,1
712050511,HUMAN PRESCRIPTION DRUG,minocycline hydrochloride,minocycline hydrochloride,CAPSULE,ORAL,1,1
712050512,HUMAN PRESCRIPTION DRUG,levothyroxine sodium,levothyroxine sodium,TABLET,ORAL,1,1
712050513,HUMAN PRESCRIPTION DRUG,eszopiclone,eszopiclone,TABLET,ORAL,1,1
712050514,HUMAN PRESCRIPTION DRUG,gabapentin,gabapentin,TABLET,ORAL,1,1
712050516,HUMAN PRESCRIPTION DRUG,pravastatin sodium,pravastatin sodium,TABLET,ORAL,1,1
712050518,HUMAN PRESCRIPTION DRUG,doxycycline hyclate,doxycycline hyclate,CAPSULE,ORAL,1,1
712050519,HUMAN PRESCRIPTION DRUG,azithromycin,azithromycin,TABLET,ORAL,1,1
712050520,HUMAN PRESCRIPTION DRUG,risperidone,risperidone,TABLET,ORAL,1,1
